                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                0.72312,                0.69455,                0.87479,                0.89341,                      1,                   0.98,                0.77624,                0.88624,                 2.6691,                 1.0156,               0.009439,               0.009439,               0.009439
                     19,                0.71829,                0.67751,                0.88432,                0.96448,                      1,                  0.995,                0.81367,                0.76144,                  1.611,                0.91753,               0.009406,               0.009406,               0.009406
                     20,                0.70352,                0.65835,                 0.8788,                0.99615,                      1,                  0.995,                0.82249,                0.85603,                 1.2134,                0.93287,               0.009373,               0.009373,               0.009373
                     21,                0.66425,                 0.6464,                0.87317,                0.99036,                      1,                  0.995,                0.82561,                0.69234,                 1.0059,                 0.8881,                0.00934,                0.00934,                0.00934
                     22,                0.66241,                0.58115,                0.86312,                0.99122,                      1,                  0.995,                0.82294,                0.71153,                 1.6181,                0.88626,               0.009307,               0.009307,               0.009307
                     23,                0.60143,                 0.5681,                0.86177,                0.99483,                      1,                  0.995,                 0.8155,                0.70653,                  1.424,                0.88034,               0.009274,               0.009274,               0.009274
                     24,                0.62909,                0.56687,                0.83733,                0.99299,                      1,                  0.995,                0.85082,                0.67395,                 1.2359,                0.89099,               0.009241,               0.009241,               0.009241
                     25,                0.62596,                 0.5547,                0.84623,                0.99667,                      1,                  0.995,                0.78564,                0.71651,                 1.0954,                 0.8998,               0.009208,               0.009208,               0.009208
                     26,                0.60303,                0.52935,                0.84655,                0.99823,                      1,                  0.995,                0.85179,                0.67677,                 1.0267,                0.85968,               0.009175,               0.009175,               0.009175
                     27,                0.60554,                0.49959,                0.85895,                0.99873,                      1,                  0.995,                0.77681,                0.77129,                 0.8979,                0.92452,               0.009142,               0.009142,               0.009142
                     28,                 0.6196,                0.54951,                0.87432,                0.99902,                      1,                  0.995,                0.86828,                0.57684,                0.69491,                0.82249,               0.009109,               0.009109,               0.009109
                     29,                 0.5727,                0.52723,                0.84687,                0.99768,                      1,                  0.995,                0.87014,                0.59527,                0.78952,                0.83358,               0.009076,               0.009076,               0.009076
                     30,                0.53764,                0.53833,                0.85298,                0.99859,                      1,                  0.995,                0.82097,                0.71114,                0.78467,                0.85588,               0.009043,               0.009043,               0.009043
                     31,                0.64018,                0.53127,                0.86087,                0.99896,                      1,                  0.995,                 0.8754,                0.55964,                0.67556,                 0.8259,                0.00901,                0.00901,                0.00901
                     32,                0.50943,                0.46762,                0.84539,                0.99895,                      1,                  0.995,                0.86054,                0.67109,                0.75649,                0.84432,               0.008977,               0.008977,               0.008977
                     33,                0.59465,                0.49772,                0.86831,                0.99895,                      1,                  0.995,                0.87074,                0.63326,                0.56065,                0.83465,               0.008944,               0.008944,               0.008944
                     34,                0.57811,                0.46981,                0.83778,                 0.9975,                      1,                  0.995,                0.85246,                0.67478,                0.75189,                0.84731,               0.008911,               0.008911,               0.008911
                     35,                0.63687,                0.49359,                0.84521,                0.99876,                      1,                  0.995,                0.89169,                0.53316,                0.52588,                0.81657,               0.008878,               0.008878,               0.008878
                     36,                 0.5023,                0.43742,                0.83026,                0.99885,                      1,                  0.995,                0.88147,                0.52586,                0.52678,                 0.8076,               0.008845,               0.008845,               0.008845
                     37,                0.54273,                0.47538,                0.84683,                0.99877,                      1,                  0.995,                0.87482,                0.54268,                0.57214,                0.82086,               0.008812,               0.008812,               0.008812
                     38,                0.54151,                0.47927,                0.85062,                0.99699,                      1,                  0.995,                0.84002,                0.61416,                0.53064,                0.82724,               0.008779,               0.008779,               0.008779
                     39,                0.54566,                0.46265,                0.84101,                0.99837,                      1,                  0.995,                0.88329,                0.52922,                0.47176,                0.80447,               0.008746,               0.008746,               0.008746
                     40,                0.53818,                0.42989,                 0.8364,                0.99901,                      1,                  0.995,                0.89793,                0.51252,                0.61762,                0.80538,               0.008713,               0.008713,               0.008713
                     41,                0.54782,                0.43579,                0.84382,                0.99909,                      1,                  0.995,                0.83263,                0.68553,                0.57663,                0.85944,                0.00868,                0.00868,                0.00868
                     42,                0.54404,                 0.4432,                 0.8544,                0.99906,                      1,                  0.995,                0.89312,                 0.5139,                0.41729,                0.81654,               0.008647,               0.008647,               0.008647
                     43,                0.49616,                0.43278,                 0.8265,                0.99843,                      1,                  0.995,                0.91088,                0.48922,                0.51223,                 0.8033,               0.008614,               0.008614,               0.008614
                     44,                0.48222,                0.40077,                0.82683,                0.99621,                      1,                  0.995,                0.89554,                0.52332,                0.52846,                0.80581,               0.008581,               0.008581,               0.008581
                     45,                0.50751,                0.42906,                0.82523,                0.99867,                      1,                  0.995,                0.90095,                 0.5085,                0.49758,                0.80353,               0.008548,               0.008548,               0.008548
                     46,                0.51706,                 0.4514,                 0.8327,                0.99905,                      1,                  0.995,                0.88063,                0.52678,                0.48064,                0.81297,               0.008515,               0.008515,               0.008515
                     47,                0.49081,                0.40572,                0.83475,                0.99903,                      1,                  0.995,                0.89683,                0.47578,                0.44571,                0.79928,               0.008482,               0.008482,               0.008482
                     48,                0.46953,                0.38921,                0.82286,                0.99865,                      1,                  0.995,                0.88616,                0.46073,                0.46619,                0.79527,               0.008449,               0.008449,               0.008449
                     49,                0.45652,                0.36474,                 0.8014,                0.99863,                      1,                  0.995,                0.89458,                0.52289,                0.44091,                0.81128,               0.008416,               0.008416,               0.008416
                     50,                 0.5254,                0.38064,                0.83574,                0.99886,                      1,                  0.995,                0.91452,                0.43881,                0.44611,                0.79805,               0.008383,               0.008383,               0.008383
                     51,                0.44299,                 0.3764,                 0.8141,                0.99803,                      1,                  0.995,                0.88346,                0.52838,                0.44881,                 0.8072,                0.00835,                0.00835,                0.00835
                     52,                0.44523,                0.36797,                0.81805,                0.99866,                      1,                  0.995,                0.90355,                0.48267,                0.41042,                0.80541,               0.008317,               0.008317,               0.008317
                     53,                0.46892,                  0.381,                0.81649,                0.99706,                      1,                  0.995,                0.91388,                0.47093,                0.41858,                0.79522,               0.008284,               0.008284,               0.008284
                     54,                0.46948,                0.37882,                 0.8185,                0.99894,                      1,                  0.995,                0.90332,                0.51295,                0.41207,                0.80139,               0.008251,               0.008251,               0.008251
                     55,                0.46517,                0.38038,                0.82803,                0.99893,                      1,                  0.995,                0.89904,                0.47877,                0.40696,                0.79759,               0.008218,               0.008218,               0.008218
                     56,                0.48338,                0.37647,                0.83455,                0.99888,                      1,                  0.995,                0.91875,                0.42407,                 0.3722,                0.79287,               0.008185,               0.008185,               0.008185
                     57,                0.46671,                0.35973,                 0.8142,                0.99797,                      1,                  0.995,                0.90533,                0.45816,                0.36157,                0.79428,               0.008152,               0.008152,               0.008152
                     58,                0.47413,                0.37276,                0.84504,                0.99876,                      1,                  0.995,                0.92165,                0.45622,                 0.3926,                0.78941,               0.008119,               0.008119,               0.008119
                     59,                0.46966,                0.36766,                0.81852,                0.99883,                      1,                  0.995,                0.92246,                0.42401,                0.36669,                0.79048,               0.008086,               0.008086,               0.008086
                     60,                0.45042,                0.36307,                0.80745,                0.99889,                      1,                  0.995,                0.91068,                0.46529,                0.37503,                0.79092,               0.008053,               0.008053,               0.008053
                     61,                0.47149,                0.36584,                0.82434,                0.99892,                      1,                  0.995,                0.91596,                0.43649,                0.38684,                0.79098,                0.00802,                0.00802,                0.00802
                     62,                0.47358,                0.35386,                0.79559,                0.99901,                      1,                  0.995,                0.92484,                0.41124,                0.36037,                0.78316,               0.007987,               0.007987,               0.007987
                     63,                0.43704,                0.34644,                0.79878,                0.99906,                      1,                  0.995,                 0.9198,                0.43165,                0.36418,                0.78582,               0.007954,               0.007954,               0.007954
                     64,                 0.4416,                0.36657,                0.80531,                0.99897,                      1,                  0.995,                0.93022,                0.41589,                0.34225,                0.79148,               0.007921,               0.007921,               0.007921
                     65,                0.44828,                0.36613,                0.82171,                0.99888,                      1,                  0.995,                0.92546,                 0.3995,                0.33591,                0.78691,               0.007888,               0.007888,               0.007888
                     66,                 0.4704,                0.34873,                0.82494,                0.99909,                      1,                  0.995,                 0.9446,                0.41051,                0.35945,                0.78315,               0.007855,               0.007855,               0.007855
                     67,                0.46093,                0.34717,                0.82713,                0.99893,                      1,                  0.995,                0.93237,                0.41876,                0.34297,                0.78924,               0.007822,               0.007822,               0.007822
                     68,                0.44555,                0.35328,                0.83237,                0.99902,                      1,                  0.995,                0.91831,                0.45696,                0.35749,                0.79712,               0.007789,               0.007789,               0.007789
                     69,                0.43982,                0.34856,                0.82593,                0.99892,                      1,                  0.995,                0.91328,                0.41629,                0.34517,                0.78697,               0.007756,               0.007756,               0.007756
                     70,                0.41785,                0.32319,                 0.7966,                0.99883,                      1,                  0.995,                0.90267,                0.48248,                0.38893,                0.79829,               0.007723,               0.007723,               0.007723
                     71,                0.45942,                0.37154,                0.83287,                0.99894,                      1,                  0.995,                0.87718,                0.50377,                0.36341,                0.81627,                0.00769,                0.00769,                0.00769
                     72,                0.43325,                0.34052,                0.81697,                0.99888,                      1,                  0.995,                0.90824,                0.41884,                0.33377,                0.79485,               0.007657,               0.007657,               0.007657
                     73,                0.40698,                0.32609,                0.79443,                0.99866,                      1,                  0.995,                0.93055,                 0.4009,                  0.329,                0.78134,               0.007624,               0.007624,               0.007624
                     74,                0.46716,                0.35598,                0.82732,                0.99867,                      1,                  0.995,                0.93515,                0.39501,                 0.3306,                0.78236,               0.007591,               0.007591,               0.007591
                     75,                0.43573,                0.34415,                0.81649,                 0.9986,                      1,                  0.995,                0.93961,                0.37623,                0.33229,                0.78168,               0.007558,               0.007558,               0.007558
                     76,                0.43475,                0.33395,                0.83476,                0.99904,                      1,                  0.995,                0.93279,                0.40604,                0.33935,                0.78919,               0.007525,               0.007525,               0.007525
                     77,                0.44533,                0.33536,                0.80829,                0.99891,                      1,                  0.995,                0.92394,                0.39112,                0.33313,                0.78847,               0.007492,               0.007492,               0.007492
                     78,                0.41325,                0.32784,                0.80792,                0.99861,                      1,                  0.995,                0.92333,                0.37896,                0.32686,                 0.7832,               0.007459,               0.007459,               0.007459
                     79,                0.44785,                0.32589,                0.80384,                0.99904,                      1,                  0.995,                0.88779,                0.48323,                0.40192,                0.80046,               0.007426,               0.007426,               0.007426
                     80,                0.51125,                0.34966,                0.81242,                0.99875,                      1,                  0.995,                0.92622,                0.41337,                0.33333,                0.78356,               0.007393,               0.007393,               0.007393
                     81,                0.39869,                0.31535,                0.81894,                0.99899,                      1,                  0.995,                0.91764,                0.44081,                 0.3353,                0.78505,                0.00736,                0.00736,                0.00736
                     82,                0.41474,                0.31071,                0.79456,                0.99798,                      1,                  0.995,                0.92132,                0.40778,                0.34705,                0.78314,               0.007327,               0.007327,               0.007327
                     83,                0.40511,                 0.3119,                 0.7902,                0.99869,                      1,                  0.995,                0.93707,                0.38171,                0.31011,                0.77875,               0.007294,               0.007294,               0.007294
                     84,                0.42964,                0.32275,                0.81353,                0.99868,                      1,                  0.995,                 0.9407,                0.38628,                 0.3183,                0.77979,               0.007261,               0.007261,               0.007261
                     85,                0.41944,                0.32477,                0.82113,                0.99894,                      1,                  0.995,                0.95327,                0.34711,                0.29886,                0.77512,               0.007228,               0.007228,               0.007228
                     86,                0.37362,                0.29863,                0.79987,                0.99893,                      1,                  0.995,                0.94269,                  0.381,                0.30698,                0.78033,               0.007195,               0.007195,               0.007195
                     87,                0.40294,                0.32049,                0.80388,                0.99804,                      1,                  0.995,                0.89382,                 0.4666,                0.32851,                 0.7991,               0.007162,               0.007162,               0.007162
                     88,                0.46013,                 0.3324,                0.82626,                0.99888,                      1,                  0.995,                0.94665,                0.33744,                0.29785,                0.77185,               0.007129,               0.007129,               0.007129
                     89,                0.39683,                 0.3023,                0.78777,                0.99881,                      1,                  0.995,                 0.9547,                0.35411,                0.30689,                0.77817,               0.007096,               0.007096,               0.007096
                     90,                0.39002,                0.32869,                0.80832,                0.99829,                      1,                  0.995,                0.93523,                0.37739,                0.30365,                 0.7789,               0.007063,               0.007063,               0.007063
                     91,                0.40047,                0.31784,                0.81444,                0.99858,                      1,                  0.995,                 0.9437,                0.39399,                0.32873,                0.78051,                0.00703,                0.00703,                0.00703
                     92,                0.44806,                0.33486,                0.81582,                 0.9986,                      1,                  0.995,                0.93115,                0.38283,                0.30851,                0.77914,               0.006997,               0.006997,               0.006997
                     93,                0.42125,                 0.3145,                0.80952,                0.99906,                      1,                  0.995,                0.93631,                0.36256,                0.31178,                 0.7731,               0.006964,               0.006964,               0.006964
                     94,                0.37988,                0.30991,                0.82417,                0.99906,                      1,                  0.995,                0.94363,                0.35199,                0.29154,                0.76966,               0.006931,               0.006931,               0.006931
                     95,                0.41487,                0.31398,                0.80541,                0.99902,                      1,                  0.995,                0.94184,                0.35953,                0.30297,                0.77456,               0.006898,               0.006898,               0.006898
                     96,                0.37569,                0.30172,                0.77453,                0.99891,                      1,                  0.995,                0.96043,                0.33558,                0.29578,                0.76991,               0.006865,               0.006865,               0.006865
                     97,                0.40786,                0.30486,                0.81192,                  0.999,                      1,                  0.995,                0.92992,                0.40345,                0.30745,                 0.7791,               0.006832,               0.006832,               0.006832
                     98,                0.43616,                0.32385,                0.80709,                0.99895,                      1,                  0.995,                0.94485,                0.35445,                0.29991,                0.77026,               0.006799,               0.006799,               0.006799
                     99,                 0.4054,                0.31048,                0.79818,                0.99865,                      1,                  0.995,                0.94767,                0.35372,                0.31013,                 0.7703,               0.006766,               0.006766,               0.006766
                    100,                0.46406,                0.34615,                0.82254,                 0.9981,                      1,                  0.995,                0.89632,                0.48812,                0.32795,                 0.7957,               0.006733,               0.006733,               0.006733
                    101,                0.47859,                0.32739,                0.81827,                0.99873,                      1,                  0.995,                0.93963,                0.35288,                0.29329,                0.77675,                 0.0067,                 0.0067,                 0.0067
                    102,                 0.3858,                0.29646,                0.79923,                0.99898,                      1,                  0.995,                0.94269,                0.36988,                0.29105,                0.77504,               0.006667,               0.006667,               0.006667
                    103,                0.40292,                0.31533,                0.81428,                0.99903,                      1,                  0.995,                0.96539,                 0.3343,                0.28724,                0.77045,               0.006634,               0.006634,               0.006634
                    104,                 0.3894,                0.30183,                0.80255,                0.99849,                      1,                  0.995,                0.92855,                0.39881,                 0.2956,                 0.7778,               0.006601,               0.006601,               0.006601
                    105,                0.40877,                0.30356,                0.79351,                0.99865,                      1,                  0.995,                0.94381,                0.35494,                0.29723,                 0.7723,               0.006568,               0.006568,               0.006568
                    106,                0.37285,                0.28957,                0.80026,                0.99897,                      1,                  0.995,                0.95635,                0.34125,                0.29329,                0.77147,               0.006535,               0.006535,               0.006535
                    107,                0.37294,                0.28125,                0.77872,                0.99874,                      1,                  0.995,                0.94746,                0.34822,                0.28311,                0.77159,               0.006502,               0.006502,               0.006502
                    108,                0.37105,                0.28807,                0.81698,                0.99894,                      1,                  0.995,                0.95397,                0.33369,                0.27972,                0.77065,               0.006469,               0.006469,               0.006469
                    109,                 0.3618,                0.28539,                0.79674,                0.99897,                      1,                  0.995,                 0.9448,                 0.3671,                0.30493,                 0.7724,               0.006436,               0.006436,               0.006436
                    110,                0.42001,                0.31846,                0.80973,                0.99877,                      1,                  0.995,                0.94805,                0.35216,                0.28384,                0.77005,               0.006403,               0.006403,               0.006403
                    111,                0.39293,                 0.3132,                0.82996,                0.99908,                      1,                  0.995,                0.95658,                0.34843,                0.28975,                0.77742,                0.00637,                0.00637,                0.00637
                    112,                0.37453,                0.29313,                0.78423,                0.99895,                      1,                  0.995,                0.91703,                0.38987,                0.30275,                0.77696,               0.006337,               0.006337,               0.006337
                    113,                 0.3844,                0.28293,                0.78242,                0.99869,                      1,                  0.995,                0.94837,                0.34929,                0.28694,                0.77309,               0.006304,               0.006304,               0.006304
                    114,                0.37389,                 0.3005,                0.81125,                0.99908,                      1,                  0.995,                0.96008,                0.33168,                0.26372,                0.76873,               0.006271,               0.006271,               0.006271
                    115,                0.36126,                0.27532,                0.80513,                0.99879,                      1,                  0.995,                0.94306,                0.34877,                0.27108,                0.76969,               0.006238,               0.006238,               0.006238
                    116,                0.37566,                 0.2736,                0.81455,                0.99908,                      1,                  0.995,                0.96316,                0.32091,                0.27355,                 0.7706,               0.006205,               0.006205,               0.006205
                    117,                0.39903,                0.28717,                0.79594,                0.99853,                      1,                  0.995,                0.97046,                0.31536,                0.27426,                0.76477,               0.006172,               0.006172,               0.006172
                    118,                0.40059,                0.28846,                0.82459,                0.99868,                      1,                  0.995,                0.92573,                0.36971,                0.29045,                0.77045,               0.006139,               0.006139,               0.006139
                    119,                  0.377,                0.29432,                0.79676,                0.99862,                      1,                  0.995,                0.95042,                 0.3304,                0.27766,                0.76982,               0.006106,               0.006106,               0.006106
                    120,                0.32682,                0.26649,                0.79018,                0.99872,                      1,                  0.995,                0.96353,                0.30774,                0.26823,                0.76804,               0.006073,               0.006073,               0.006073
                    121,                0.34709,                0.26139,                0.79104,                0.99877,                      1,                  0.995,                0.95866,                0.30985,                0.26688,                0.76765,                0.00604,                0.00604,                0.00604
                    122,                0.33524,                0.26231,                0.80771,                0.99895,                      1,                  0.995,                0.96577,                0.30822,                0.26602,                0.76463,               0.006007,               0.006007,               0.006007
                    123,                0.31543,                0.26405,                0.80554,                0.99905,                      1,                  0.995,                0.96959,                0.29984,                0.25928,                0.76713,               0.005974,               0.005974,               0.005974
                    124,                0.34832,                0.27929,                0.78591,                0.99902,                      1,                  0.995,                0.94368,                0.35868,                0.28482,                0.77439,               0.005941,               0.005941,               0.005941
                    125,                0.40817,                0.28899,                0.80554,                0.99865,                      1,                  0.995,                0.94702,                0.33981,                0.26386,                0.77255,               0.005908,               0.005908,               0.005908
                    126,                0.35139,                0.27164,                0.79085,                0.99881,                      1,                  0.995,                 0.9662,                0.31351,                0.27036,                0.76869,               0.005875,               0.005875,               0.005875
                    127,                0.32954,                0.28093,                0.80298,                0.99844,                      1,                  0.995,                0.96678,                0.29796,                0.25875,                0.76546,               0.005842,               0.005842,               0.005842
                    128,                0.33456,                 0.2707,                0.78387,                0.99842,                      1,                  0.995,                0.96749,                0.30975,                0.26036,                0.76602,               0.005809,               0.005809,               0.005809
                    129,                0.34584,                0.25915,                0.79167,                0.99896,                      1,                  0.995,                0.94272,                0.33938,                0.27468,                0.76828,               0.005776,               0.005776,               0.005776
                    130,                 0.3621,                0.27896,                0.79254,                0.99895,                      1,                  0.995,                0.94282,                0.35469,                0.28263,                0.77345,               0.005743,               0.005743,               0.005743
                    131,                 0.3647,                0.27039,                0.77576,                0.99849,                      1,                  0.995,                0.95608,                0.32793,                0.26112,                0.77381,                0.00571,                0.00571,                0.00571
                    132,                0.35181,                0.28264,                0.80044,                0.99898,                      1,                  0.995,                0.95405,                0.33525,                0.26995,                0.77768,               0.005677,               0.005677,               0.005677
                    133,                0.32144,                0.25989,                0.79815,                0.99893,                      1,                  0.995,                0.95457,                0.31368,                0.25369,                0.77115,               0.005644,               0.005644,               0.005644
                    134,                0.29873,                0.24419,                 0.7831,                0.99875,                      1,                  0.995,                0.95359,                0.31032,                 0.2591,                0.76708,               0.005611,               0.005611,               0.005611
                    135,                0.33584,                0.26814,                0.78404,                0.99906,                      1,                  0.995,                 0.9435,                0.31751,                0.25283,                0.76746,               0.005578,               0.005578,               0.005578
                    136,                0.36803,                0.30737,                 0.8015,                0.99903,                      1,                  0.995,                0.96838,                0.30474,                0.26562,                0.77027,               0.005545,               0.005545,               0.005545
                    137,                0.31036,                0.26943,                0.80122,                0.99905,                      1,                  0.995,                0.95167,                0.29277,                  0.264,                0.76191,               0.005512,               0.005512,               0.005512
                    138,                0.36776,                0.27546,                0.79878,                0.99861,                      1,                  0.995,                 0.9768,                0.29362,                0.25615,                0.76252,               0.005479,               0.005479,               0.005479
                    139,                0.30776,                0.25729,                0.78223,                0.99896,                      1,                  0.995,                0.95033,                0.34721,                0.27923,                0.76625,               0.005446,               0.005446,               0.005446
                    140,                0.36743,                 0.2753,                0.79625,                0.99863,                      1,                  0.995,                0.93829,                0.34451,                0.27859,                0.76806,               0.005413,               0.005413,               0.005413
                    141,                0.33706,                0.26768,                0.79894,                0.99907,                      1,                  0.995,                0.96309,                0.31382,                0.24611,                0.76774,                0.00538,                0.00538,                0.00538
                    142,                0.34316,                0.27682,                0.80187,                0.99813,                      1,                  0.995,                 0.9606,                0.31693,                0.26075,                0.76964,               0.005347,               0.005347,               0.005347
                    143,                0.33867,                0.25877,                0.80192,                0.99854,                      1,                  0.995,                0.96023,                0.31692,                0.26817,                0.76633,               0.005314,               0.005314,               0.005314
                    144,                 0.3514,                0.28048,                 0.8212,                0.99845,                      1,                  0.995,                 0.9724,                0.31071,                0.25553,                0.76248,               0.005281,               0.005281,               0.005281
                    145,                0.31186,                0.25059,                0.77832,                0.99854,                      1,                  0.995,                0.97211,                0.29151,                0.26128,                0.76166,               0.005248,               0.005248,               0.005248
                    146,                0.34358,                0.27323,                0.80849,                0.99898,                      1,                  0.995,                0.97184,                0.29114,                0.24463,                0.76331,               0.005215,               0.005215,               0.005215
                    147,                0.35396,                0.28401,                0.78147,                 0.9987,                      1,                  0.995,                0.96916,                0.29632,                 0.2541,                0.76287,               0.005182,               0.005182,               0.005182
                    148,                0.32652,                0.26684,                0.77201,                0.99912,                      1,                  0.995,                0.95666,                 0.3145,                0.27377,                0.76662,               0.005149,               0.005149,               0.005149
                    149,                0.33345,                0.26869,                0.80916,                0.99828,                      1,                  0.995,                0.96936,                0.30264,                0.25331,                0.76582,               0.005116,               0.005116,               0.005116
                    150,                0.30851,                0.25437,                0.77806,                0.99859,                      1,                  0.995,                0.97128,                0.27799,                 0.2429,                0.76595,               0.005083,               0.005083,               0.005083
                    151,                 0.3177,                0.24443,                0.80608,                0.99894,                      1,                  0.995,                0.97331,                0.28224,                0.24091,                0.76093,                0.00505,                0.00505,                0.00505
                    152,                0.33152,                 0.2562,                0.79679,                0.99871,                      1,                  0.995,                0.96039,                 0.2957,                0.25221,                0.76402,               0.005017,               0.005017,               0.005017
                    153,                0.36903,                0.27541,                0.79011,                  0.999,                      1,                  0.995,                0.95746,                0.31688,                0.25592,                 0.7688,               0.004984,               0.004984,               0.004984
                    154,                0.32916,                0.25868,                0.80384,                0.99873,                      1,                  0.995,                   0.97,                0.28695,                0.25449,                  0.761,               0.004951,               0.004951,               0.004951
                    155,                0.36934,                0.27281,                0.80189,                0.99903,                      1,                  0.995,                0.95671,                0.29053,                0.24801,                0.76081,               0.004918,               0.004918,               0.004918
                    156,                0.32088,                0.25207,                0.80136,                0.99897,                      1,                  0.995,                 0.9523,                  0.312,                0.24839,                0.76217,               0.004885,               0.004885,               0.004885
                    157,                0.32834,                0.24846,                0.81466,                0.99889,                      1,                  0.995,                0.96175,                0.29486,                0.24771,                0.76167,               0.004852,               0.004852,               0.004852
                    158,                0.33402,                0.27135,                0.78511,                0.99872,                      1,                  0.995,                 0.9585,                0.31074,                0.24608,                0.76049,               0.004819,               0.004819,               0.004819
                    159,                0.31617,                0.25037,                0.80191,                0.99892,                      1,                  0.995,                 0.9628,                0.31284,                 0.2482,                0.76049,               0.004786,               0.004786,               0.004786
                    160,                0.32512,                0.25422,                0.81039,                0.99847,                      1,                  0.995,                0.97306,                0.28817,                0.24061,                 0.7607,               0.004753,               0.004753,               0.004753
                    161,                0.31171,                0.24018,                0.78292,                0.99902,                      1,                  0.995,                0.96154,                0.29851,                0.24121,                0.76249,                0.00472,                0.00472,                0.00472
                    162,                0.30146,                0.23746,                 0.7834,                0.99876,                      1,                  0.995,                0.96786,                0.29845,                0.24883,                0.76223,               0.004687,               0.004687,               0.004687
                    163,                0.28541,                0.23013,                0.79004,                0.99882,                      1,                  0.995,                0.96413,                0.28872,                0.24149,                 0.7593,               0.004654,               0.004654,               0.004654
                    164,                0.30753,                0.24361,                0.79545,                0.99878,                      1,                  0.995,                0.97445,                0.29095,                0.24742,                0.76228,               0.004621,               0.004621,               0.004621
                    165,                0.31099,                0.24635,                0.78373,                0.99866,                      1,                  0.995,                0.97876,                0.27308,                0.23879,                0.75851,               0.004588,               0.004588,               0.004588
                    166,                0.30873,                 0.2385,                0.78311,                0.99883,                      1,                  0.995,                0.97722,                0.27231,                0.23128,                0.75699,               0.004555,               0.004555,               0.004555
                    167,                0.32988,                0.24397,                0.76954,                0.99884,                      1,                  0.995,                0.96528,                0.29133,                0.23144,                0.76009,               0.004522,               0.004522,               0.004522
