                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 0.5757,                0.52359,                0.84156,                0.99804,                      1,                  0.995,                0.86401,                 0.6164,                0.60369,                0.81814,               0.013465,              0.0084655,              0.0084655
                     12,                0.59685,                0.50863,                0.84918,                0.99894,                      1,                  0.995,                0.80695,                0.69785,                0.56117,                0.86562,               0.008812,               0.008812,               0.008812
                     13,                0.59862,                0.52612,                0.85477,                0.99906,                      1,                  0.995,                0.86756,                0.59553,                0.43644,                0.83839,               0.008812,               0.008812,               0.008812
                     14,                0.61699,                0.46027,                0.86483,                0.99908,                      1,                  0.995,                0.83049,                0.71425,                0.58087,                0.87504,               0.008713,               0.008713,               0.008713
                     15,                0.64615,                0.44896,                0.86802,                0.99906,                      1,                  0.995,                0.84989,                0.62512,                0.50591,                0.85472,               0.008614,               0.008614,               0.008614
                     16,                0.58859,                0.45563,                0.84703,                0.99904,                      1,                  0.995,                0.83145,                0.56797,                0.60167,                0.84446,               0.008515,               0.008515,               0.008515
                     17,                0.61528,                0.41596,                0.86143,                0.99828,                      1,                  0.995,                0.88083,                0.52212,                0.61138,                0.82526,               0.008416,               0.008416,               0.008416
                     18,                0.60609,                 0.4315,                0.86149,                0.99868,                      1,                  0.995,                  0.884,                0.53214,                 0.5931,                0.82192,               0.008317,               0.008317,               0.008317
                     19,                0.56533,                0.38982,                0.84192,                0.99904,                      1,                  0.995,                0.90361,                0.49162,                0.46057,                0.79944,               0.008218,               0.008218,               0.008218
                     20,                0.58058,                0.39517,                0.84858,                0.99892,                      1,                  0.995,                0.85593,                0.58957,                 0.4798,                0.82663,               0.008119,               0.008119,               0.008119
                     21,                 0.5693,                0.39335,                0.85482,                0.99888,                      1,                  0.995,                0.86537,                0.59689,                0.51592,                0.84281,                0.00802,                0.00802,                0.00802
                     22,                0.58876,                0.38547,                  0.852,                0.99905,                      1,                  0.995,                0.87075,                0.56098,                0.47201,                0.85174,               0.007921,               0.007921,               0.007921
                     23,                0.57616,                0.37837,                0.84065,                0.99908,                      1,                  0.995,                0.84384,                0.63605,                0.45961,                0.87517,               0.007822,               0.007822,               0.007822
                     24,                0.55962,                0.37841,                0.84531,                  0.999,                      1,                  0.995,                0.88439,                0.58016,                 0.4478,                0.84202,               0.007723,               0.007723,               0.007723
                     25,                0.51608,                0.36301,                0.83144,                0.99911,                      1,                  0.995,                0.90198,                0.48221,                0.42247,                0.80459,               0.007624,               0.007624,               0.007624
                     26,                0.51376,                0.36281,                 0.8318,                0.99911,                      1,                  0.995,                0.88471,                0.54793,                0.39899,                 0.8299,               0.007525,               0.007525,               0.007525
                     27,                  0.504,                0.34768,                0.84417,                0.99911,                      1,                  0.995,                0.91978,                0.48203,                0.40815,                 0.8047,               0.007426,               0.007426,               0.007426
                     28,                0.50511,                0.35818,                0.84696,                0.99911,                      1,                  0.995,                0.91806,                0.40669,                0.35492,                0.80381,               0.007327,               0.007327,               0.007327
                     29,                0.49526,                0.35096,                0.81807,                0.99906,                      1,                  0.995,                0.90888,                0.42733,                0.34124,                0.80552,               0.007228,               0.007228,               0.007228
                     30,                0.48908,                0.34878,                0.83678,                0.99908,                      1,                  0.995,                0.91493,                0.42252,                0.34478,                0.79892,               0.007129,               0.007129,               0.007129
                     31,                0.49428,                0.34078,                0.82048,                0.99905,                      1,                  0.995,                0.90597,                0.45991,                0.34844,                0.81047,                0.00703,                0.00703,                0.00703
                     32,                0.46881,                0.35081,                0.82604,                0.99913,                      1,                  0.995,                0.92025,                0.44443,                0.34692,                0.80729,               0.006931,               0.006931,               0.006931
                     33,                0.44996,                0.33153,                0.82566,                0.99911,                      1,                  0.995,                0.91913,                0.43843,                0.33379,                0.80421,               0.006832,               0.006832,               0.006832
                     34,                0.45132,                0.32218,                0.82105,                0.99907,                      1,                  0.995,                0.94706,                0.38547,                0.31286,                0.79462,               0.006733,               0.006733,               0.006733
                     35,                0.48947,                0.33389,                0.83441,                 0.9991,                      1,                  0.995,                0.91452,                0.38103,                0.30486,                0.79807,               0.006634,               0.006634,               0.006634
                     36,                0.44707,                0.31719,                0.82119,                 0.9991,                      1,                  0.995,                0.92405,                 0.3895,                0.29024,                0.80741,               0.006535,               0.006535,               0.006535
                     37,                0.41605,                0.29199,                0.81919,                 0.9991,                      1,                  0.995,                0.91569,                0.45525,                0.31728,                 0.8235,               0.006436,               0.006436,               0.006436
                     38,                0.43887,                0.31438,                0.82428,                 0.9991,                      1,                  0.995,                0.92127,                0.38624,                0.29199,                0.79755,               0.006337,               0.006337,               0.006337
                     39,                0.43421,                0.30621,                0.82184,                 0.9991,                      1,                  0.995,                0.93945,                0.35429,                0.30494,                0.79185,               0.006238,               0.006238,               0.006238
                     40,                0.43327,                0.31085,                0.82267,                0.99907,                      1,                  0.995,                0.93965,                0.33915,                0.27608,                0.79112,               0.006139,               0.006139,               0.006139
                     41,                0.42737,                0.29144,                0.81908,                0.99901,                      1,                  0.995,                0.94664,                0.33745,                0.27862,                 0.7941,                0.00604,                0.00604,                0.00604
                     42,                0.40895,                0.29433,                0.82816,                0.99899,                      1,                  0.995,                0.94225,                0.33818,                0.27846,                0.79374,               0.005941,               0.005941,               0.005941
                     43,                0.39728,                0.29159,                0.81083,                0.99899,                      1,                  0.995,                0.94558,                0.34707,                0.30823,                0.79017,               0.005842,               0.005842,               0.005842
                     44,                0.40639,                0.30162,                0.80359,                 0.9991,                      1,                  0.995,                0.95138,                 0.3207,                0.28284,                0.78849,               0.005743,               0.005743,               0.005743
                     45,                0.38409,                0.28692,                0.81187,                0.99909,                      1,                  0.995,                0.97316,                0.33633,                0.27891,                 0.7859,               0.005644,               0.005644,               0.005644
                     46,                0.40741,                 0.2822,                0.81407,                0.99908,                      1,                  0.995,                0.96646,                0.32653,                0.26191,                0.78627,               0.005545,               0.005545,               0.005545
                     47,                0.38737,                0.27591,                0.81301,                0.99907,                      1,                  0.995,                0.96362,                0.30781,                0.26972,                0.78396,               0.005446,               0.005446,               0.005446
                     48,                0.39046,                0.29053,                 0.8083,                 0.9991,                      1,                  0.995,                0.95512,                0.30814,                0.26915,                0.78554,               0.005347,               0.005347,               0.005347
                     49,                 0.3876,                0.28491,                0.81644,                0.99908,                      1,                  0.995,                0.96933,                0.33905,                0.27395,                0.78611,               0.005248,               0.005248,               0.005248
                     50,                0.38887,                0.27811,                0.80846,                0.99913,                      1,                  0.995,                0.95194,                0.32782,                0.26319,                0.78524,               0.005149,               0.005149,               0.005149
                     51,                0.36125,                0.27586,                0.80764,                0.99908,                      1,                  0.995,                0.95459,                0.29537,                0.24505,                0.78154,                0.00505,                0.00505,                0.00505
                     52,                0.36068,                0.27294,                0.82301,                0.99909,                      1,                  0.995,                0.95626,                0.32565,                0.26623,                0.79202,               0.004951,               0.004951,               0.004951
                     53,                0.35358,                0.26993,                0.79779,                0.99908,                      1,                  0.995,                0.96933,                0.27885,                0.24486,                0.78197,               0.004852,               0.004852,               0.004852
                     54,                0.34023,                 0.2506,                0.81122,                0.99911,                      1,                  0.995,                0.97364,                0.28958,                0.23077,                0.78199,               0.004753,               0.004753,               0.004753
                     55,                  0.351,                0.25746,                0.80148,                0.99909,                      1,                  0.995,                0.96173,                0.31357,                0.23823,                0.78445,               0.004654,               0.004654,               0.004654
                     56,                0.33769,                0.24831,                0.80745,                0.99905,                      1,                  0.995,                0.95498,                0.32081,                0.25701,                 0.7864,               0.004555,               0.004555,               0.004555
                     57,                0.36418,                0.26072,                0.80802,                 0.9991,                      1,                  0.995,                0.94418,                0.35614,                0.25709,                0.79043,               0.004456,               0.004456,               0.004456
                     58,                0.32423,                0.26111,                0.80821,                0.99909,                      1,                  0.995,                0.93214,                0.37762,                0.25337,                 0.7954,               0.004357,               0.004357,               0.004357
                     59,                0.32984,                0.25182,                0.79504,                0.99909,                      1,                  0.995,                0.95854,                0.35481,                0.24482,                0.78908,               0.004258,               0.004258,               0.004258
                     60,                0.33033,                0.24502,                0.80401,                0.99912,                      1,                  0.995,                0.97428,                0.29923,                 0.2315,                0.78209,               0.004159,               0.004159,               0.004159
                     61,                0.32015,                0.25042,                0.79883,                      1,                      1,                  0.995,                 0.9848,                0.27144,                0.22589,                 0.7772,                0.00406,                0.00406,                0.00406
                     62,                0.33364,                  0.254,                0.80711,                      1,                      1,                  0.995,                0.97586,                0.29906,                0.23796,                0.77929,               0.003961,               0.003961,               0.003961
                     63,                0.33406,                0.24117,                0.79748,                0.99911,                      1,                  0.995,                0.96902,                0.29954,                0.22328,                0.78245,               0.003862,               0.003862,               0.003862
                     64,                0.31395,                0.23635,                0.80411,                0.99914,                      1,                  0.995,                0.98495,                0.29226,                0.23038,                0.78092,               0.003763,               0.003763,               0.003763
                     65,                0.30115,                 0.2291,                0.79552,                0.99909,                      1,                  0.995,                0.97008,                0.29537,                0.21902,                 0.7838,               0.003664,               0.003664,               0.003664
                     66,                0.31506,                0.22665,                0.79987,                0.99907,                      1,                  0.995,                0.96535,                0.31397,                0.22955,                0.78889,               0.003565,               0.003565,               0.003565
                     67,                 0.3051,                0.22436,                0.78393,                0.99909,                      1,                  0.995,                0.97414,                0.29271,                0.21941,                0.78477,               0.003466,               0.003466,               0.003466
                     68,                0.30155,                0.22492,                0.79925,                0.99911,                      1,                  0.995,                0.98985,                0.22759,                0.21465,                0.77755,               0.003367,               0.003367,               0.003367
                     69,                 0.2992,                0.22971,                  0.789,                      1,                      1,                  0.995,                0.98411,                 0.2784,                0.21725,                0.78454,               0.003268,               0.003268,               0.003268
                     70,                0.27747,                0.21849,                0.80027,                0.99912,                      1,                  0.995,                0.98217,                0.27069,                0.20847,                0.78414,               0.003169,               0.003169,               0.003169
                     71,                0.30097,                0.22295,                0.80318,                      1,                      1,                  0.995,                0.98558,                0.29018,                0.22468,                0.78134,                0.00307,                0.00307,                0.00307
                     72,                0.28524,                  0.211,                0.80568,                      1,                      1,                  0.995,                0.98457,                0.24609,                0.20168,                0.77693,               0.002971,               0.002971,               0.002971
                     73,                0.28666,                0.21547,                 0.7907,                      1,                      1,                  0.995,                0.98708,                0.24078,                0.20291,                0.77525,               0.002872,               0.002872,               0.002872
                     74,                0.29026,                0.21241,                0.78734,                0.99911,                      1,                  0.995,                0.98901,                0.24355,                0.21296,                0.77067,               0.002773,               0.002773,               0.002773
                     75,                0.27671,                0.20889,                0.79589,                0.99912,                      1,                  0.995,                0.99349,                0.22944,                0.20961,                0.77081,               0.002674,               0.002674,               0.002674
                     76,                0.26532,                0.20695,                0.79712,                0.99911,                      1,                  0.995,                0.98953,                  0.242,                 0.2016,                0.77414,               0.002575,               0.002575,               0.002575
                     77,                0.27581,                0.20683,                0.79082,                0.99911,                      1,                  0.995,                0.98832,                0.23219,                 0.2013,                0.77441,               0.002476,               0.002476,               0.002476
                     78,                0.25667,                0.19565,                0.78006,                      1,                      1,                  0.995,                0.98608,                0.25688,                0.19397,                0.77736,               0.002377,               0.002377,               0.002377
                     79,                0.26112,                0.20221,                0.79793,                0.99911,                      1,                  0.995,                0.99141,                0.25532,                0.19231,                0.77723,               0.002278,               0.002278,               0.002278
                     80,                  0.258,                 0.1983,                 0.7788,                      1,                      1,                  0.995,                0.99196,                0.24252,                0.19524,                0.77356,               0.002179,               0.002179,               0.002179
                     81,                0.24851,                0.19124,                0.79742,                0.99913,                      1,                  0.995,                0.98743,                0.23892,                0.18318,                0.77473,                0.00208,                0.00208,                0.00208
                     82,                0.24187,                0.18545,                 0.7878,                0.99912,                      1,                  0.995,                0.98916,                0.24424,                0.18541,                0.77333,               0.001981,               0.001981,               0.001981
                     83,                0.24098,                  0.185,                 0.7817,                0.99911,                      1,                  0.995,                0.99046,                0.24341,                0.18696,                0.77236,               0.001882,               0.001882,               0.001882
                     84,                0.26007,                0.19092,                0.79906,                      1,                      1,                  0.995,                0.99332,                0.22128,                0.18225,                0.76709,               0.001783,               0.001783,               0.001783
                     85,                0.24729,                 0.1875,                0.78959,                0.99912,                      1,                  0.995,                0.99317,                0.21186,                0.18287,                0.76602,               0.001684,               0.001684,               0.001684
                     86,                0.23488,                0.18242,                0.79313,                0.99911,                      1,                  0.995,                0.99103,                0.24933,                 0.1833,                0.76959,               0.001585,               0.001585,               0.001585
                     87,                0.24475,                0.17884,                0.78136,                      1,                      1,                  0.995,                0.99409,                0.20427,                0.16471,                0.76358,               0.001486,               0.001486,               0.001486
                     88,                0.24857,                 0.1814,                0.80395,                      1,                      1,                  0.995,                0.99162,                0.22104,                0.17683,                0.76564,               0.001387,               0.001387,               0.001387
                     89,                0.22632,                0.17544,                0.78456,                      1,                      1,                  0.995,                0.98375,                0.22692,                0.16825,                 0.7671,               0.001288,               0.001288,               0.001288
                     90,                0.21134,                0.16727,                0.77678,                      1,                      1,                  0.995,                0.99046,                0.21384,                0.16785,                0.76619,               0.001189,               0.001189,               0.001189
                     91,                0.23629,                0.17826,                0.79139,                      1,                      1,                  0.995,                 0.9909,                0.23951,                0.16994,                0.76896,                0.00109,                0.00109,                0.00109
                     92,                0.22548,                 0.1705,                0.78581,                      1,                      1,                  0.995,                0.99291,                0.22417,                0.17367,                0.76939,               0.000991,               0.000991,               0.000991
                     93,                0.21547,                0.17245,                0.78405,                      1,                      1,                  0.995,                0.99426,                0.23173,                0.17062,                0.77018,               0.000892,               0.000892,               0.000892
                     94,                0.23568,                0.17275,                0.78924,                      1,                      1,                  0.995,                0.99092,                0.24448,                0.17238,                0.77263,               0.000793,               0.000793,               0.000793
                     95,                0.22188,                0.17187,                0.77679,                      1,                      1,                  0.995,                0.99107,                0.24714,                0.16655,                0.77255,               0.000694,               0.000694,               0.000694
                     96,                0.20791,                0.16552,                0.76769,                      1,                      1,                  0.995,                0.99317,                0.23396,                0.16472,                0.76917,               0.000595,               0.000595,               0.000595
                     97,                 0.2088,                0.15855,                0.78534,                      1,                      1,                  0.995,                0.99315,                0.22619,                0.16354,                0.76797,               0.000496,               0.000496,               0.000496
                     98,                0.20265,                0.16262,                0.78867,                      1,                      1,                  0.995,                0.99318,                0.22387,                0.15931,                0.76611,               0.000397,               0.000397,               0.000397
                     99,                0.19582,                0.15473,                0.76955,                      1,                      1,                  0.995,                0.99324,                0.22631,                0.16186,                 0.7664,               0.000298,               0.000298,               0.000298
