                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     10,                0.84892,                 1.0473,                0.89798,                0.92276,                0.67565,                0.97821,                0.70921,                0.94242,                 1.8511,                 0.8992,               0.021413,              0.0084129,              0.0084129
                     11,                0.81312,                0.98751,                0.89869,                0.70239,                0.84579,                0.99412,                 0.7491,                0.95034,                 1.3918,                0.96069,               0.014155,              0.0091552,              0.0091552
                     12,                 0.7918,                 1.0969,                0.89501,                0.71281,                0.72592,                0.97189,                0.67602,                0.91725,                  2.205,                 0.9808,               0.009604,               0.009604,               0.009604
                     13,                0.78616,                 1.1014,                0.91026,                0.49504,                0.99476,                0.98665,                0.72516,                0.86428,                  8.878,                 1.0263,               0.009604,               0.009604,               0.009604
                     14,                0.75774,                 1.0211,                 0.8953,                0.70509,                0.99676,                0.90869,                0.71358,                0.83801,                  6.135,                 1.1613,               0.009571,               0.009571,               0.009571
                     15,                0.84354,                0.94091,                0.92231,                0.79856,                0.97905,                0.97786,                0.75971,                0.79661,                 4.4453,                 1.1021,               0.009538,               0.009538,               0.009538
                     16,                0.75648,                0.85275,                0.89619,                0.99546,                0.99667,                  0.995,                0.77302,                0.82507,                 2.5183,                 1.0251,               0.009505,               0.009505,               0.009505
                     17,                0.68268,                0.73916,                 0.8835,                 0.9918,                0.96667,                0.99148,                0.76471,                 0.7552,                 3.5595,                 1.0182,               0.009472,               0.009472,               0.009472
                     18,                 0.6784,                0.74988,                0.88022,                 0.9778,                      1,                  0.995,                0.68473,                0.94271,                 2.4528,                 1.1201,               0.009439,               0.009439,               0.009439
                     19,                0.67822,                0.69492,                0.87256,                      1,                0.98333,                  0.995,                0.73483,                0.86153,                 3.5292,                 1.0663,               0.009406,               0.009406,               0.009406
                     20,                0.65329,                0.64691,                0.87391,                      1,                0.98333,                  0.995,                0.81334,                0.68311,                 1.8476,                0.92612,               0.009373,               0.009373,               0.009373
                     21,                0.62595,                0.62355,                0.85013,                0.99759,                      1,                  0.995,                0.83161,                0.65866,                 1.3097,                0.92482,                0.00934,                0.00934,                0.00934
                     22,                 0.6571,                0.67393,                0.87953,                0.95932,                      1,                  0.995,                0.85547,                0.62123,                 1.5379,                0.88605,               0.009307,               0.009307,               0.009307
                     23,                0.62217,                0.64231,                0.84909,                0.99293,                      1,                  0.995,                0.79436,                0.76475,                 2.1079,                 1.0226,               0.009274,               0.009274,               0.009274
                     24,                 0.6643,                0.61554,                0.86411,                0.96702,                      1,                0.99475,                0.85666,                0.60565,                 1.1339,                0.86405,               0.009241,               0.009241,               0.009241
                     25,                0.59007,                0.58681,                0.87461,                0.99796,                      1,                  0.995,                0.74043,                0.88207,                 1.0907,                 1.0169,               0.009208,               0.009208,               0.009208
                     26,                0.61174,                0.55452,                 0.8736,                0.99782,                      1,                  0.995,                0.80051,                0.68333,                0.89234,                0.90895,               0.009175,               0.009175,               0.009175
                     27,                0.58831,                 0.5399,                0.85361,                0.99849,                      1,                  0.995,                0.84219,                0.61987,                0.86613,                0.86608,               0.009142,               0.009142,               0.009142
                     28,                0.57699,                0.51171,                 0.8397,                0.99837,                      1,                  0.995,                0.86536,                0.57821,                0.90286,                0.85653,               0.009109,               0.009109,               0.009109
                     29,                0.53791,                0.49551,                0.85135,                0.99785,                      1,                  0.995,                0.84156,                0.66544,                0.69393,                 0.8908,               0.009076,               0.009076,               0.009076
                     30,                0.56665,                0.50263,                0.85938,                0.99874,                      1,                  0.995,                0.82522,                0.66477,                0.79478,                0.88582,               0.009043,               0.009043,               0.009043
                     31,                0.56107,                0.48071,                0.86207,                0.99866,                      1,                  0.995,                0.84057,                0.58075,                0.62695,                0.85321,                0.00901,                0.00901,                0.00901
                     32,                0.51478,                0.48766,                0.84905,                0.99846,                      1,                  0.995,                0.84471,                0.64622,                0.68179,                0.87702,               0.008977,               0.008977,               0.008977
                     33,                0.50024,                0.43985,                0.85638,                0.99872,                      1,                  0.995,                0.87253,                0.51301,                0.60236,                0.81798,               0.008944,               0.008944,               0.008944
                     34,                0.54949,                0.44112,                0.85869,                0.99906,                      1,                  0.995,                0.87962,                0.50673,                 0.5086,                0.82115,               0.008911,               0.008911,               0.008911
                     35,                 0.5781,                0.44117,                0.87118,                0.99898,                      1,                  0.995,                0.87208,                 0.5278,                0.51975,                0.82424,               0.008878,               0.008878,               0.008878
                     36,                0.50027,                0.42829,                0.85544,                0.99847,                      1,                  0.995,                0.87622,                0.55816,                0.45968,                0.82746,               0.008845,               0.008845,               0.008845
                     37,                0.50494,                0.41743,                0.81348,                0.99892,                      1,                  0.995,                0.90036,                0.49435,                0.45379,                0.82216,               0.008812,               0.008812,               0.008812
                     38,                0.52732,                 0.4206,                0.83356,                0.99872,                      1,                  0.995,                0.88841,                0.54878,                0.42508,                0.84808,               0.008779,               0.008779,               0.008779
                     39,                0.49606,                0.40978,                0.83703,                0.99785,                      1,                  0.995,                 0.8922,                0.46485,                 0.4036,                0.82183,               0.008746,               0.008746,               0.008746
                     40,                0.47858,                0.41984,                0.84982,                0.99836,                      1,                  0.995,                0.90107,                0.48357,                0.42307,                0.82095,               0.008713,               0.008713,               0.008713
                     41,                0.48023,                0.39608,                0.84482,                0.99894,                      1,                  0.995,                0.87391,                 0.5408,                0.44244,                0.83475,                0.00868,                0.00868,                0.00868
                     42,                0.46011,                0.39328,                0.83569,                0.99897,                      1,                  0.995,                0.87644,                0.58432,                0.48993,                0.83774,               0.008647,               0.008647,               0.008647
                     43,                0.47381,                0.39711,                0.82799,                0.99885,                      1,                  0.995,                0.89674,                0.47894,                0.44086,                0.82303,               0.008614,               0.008614,               0.008614
                     44,                0.43399,                0.38457,                  0.835,                0.99847,                      1,                  0.995,                0.88478,                0.51245,                0.42702,                0.82519,               0.008581,               0.008581,               0.008581
                     45,                0.50225,                0.40903,                 0.8496,                0.99804,                      1,                  0.995,                0.91306,                0.42095,                0.39759,                0.80815,               0.008548,               0.008548,               0.008548
                     46,                0.43884,                0.35902,                0.81957,                0.99886,                      1,                  0.995,                0.90525,                0.44016,                0.38665,                0.80692,               0.008515,               0.008515,               0.008515
                     47,                0.45825,                0.37292,                0.85656,                 0.9991,                      1,                  0.995,                0.92404,                0.41739,                0.38864,                0.80242,               0.008482,               0.008482,               0.008482
                     48,                0.45442,                 0.3735,                0.79963,                0.99855,                      1,                  0.995,                0.93178,                0.40139,                 0.3729,                0.80123,               0.008449,               0.008449,               0.008449
                     49,                0.44713,                0.36779,                0.82407,                0.99902,                      1,                  0.995,                0.90809,                 0.4593,                0.37703,                0.81743,               0.008416,               0.008416,               0.008416
                     50,                 0.4421,                0.36569,                0.80272,                0.99855,                      1,                  0.995,                0.89295,                0.50329,                0.42326,                0.82813,               0.008383,               0.008383,               0.008383
                     51,                0.46921,                0.37821,                0.85346,                 0.9989,                      1,                  0.995,                0.90854,                0.47301,                0.39923,                0.81422,                0.00835,                0.00835,                0.00835
                     52,                0.45199,                0.37081,                0.82693,                0.99873,                      1,                  0.995,                0.86997,                0.55979,                0.38217,                0.83187,               0.008317,               0.008317,               0.008317
                     53,                0.49578,                0.36341,                0.83351,                0.99873,                      1,                  0.995,                0.90537,                0.49169,                0.39741,                0.82175,               0.008284,               0.008284,               0.008284
                     54,                0.42405,                0.35159,                0.83315,                0.99807,                      1,                  0.995,                0.92865,                 0.3894,                0.34583,                0.79187,               0.008251,               0.008251,               0.008251
                     55,                0.46854,                0.36465,                0.84182,                0.99869,                      1,                  0.995,                0.90955,                0.46619,                0.37148,                 0.8148,               0.008218,               0.008218,               0.008218
                     56,                 0.4465,                0.35144,                0.81797,                0.99832,                      1,                  0.995,                 0.8846,                0.52469,                0.36775,                0.83296,               0.008185,               0.008185,               0.008185
                     57,                0.44931,                0.35694,                0.83082,                0.99892,                      1,                  0.995,                0.90948,                0.48248,                0.37947,                0.81811,               0.008152,               0.008152,               0.008152
                     58,                 0.4506,                0.35115,                0.80255,                0.99841,                      1,                  0.995,                0.93401,                0.39233,                0.33873,                0.79106,               0.008119,               0.008119,               0.008119
                     59,                0.41628,                0.33908,                0.80738,                0.99887,                      1,                  0.995,                0.92075,                0.39728,                0.31616,                0.79247,               0.008086,               0.008086,               0.008086
                     60,                0.40726,                0.33484,                0.81557,                0.99821,                      1,                  0.995,                0.92961,                0.40427,                0.35788,                0.78984,               0.008053,               0.008053,               0.008053
                     61,                0.38031,                0.32803,                0.79479,                0.99888,                      1,                  0.995,                0.92304,                0.43667,                0.33745,                0.79917,                0.00802,                0.00802,                0.00802
                     62,                0.50141,                0.37167,                0.83618,                 0.9983,                      1,                  0.995,                0.92302,                0.42182,                0.36839,                0.79976,               0.007987,               0.007987,               0.007987
                     63,                0.42796,                0.34674,                0.81367,                0.99885,                      1,                  0.995,                 0.9084,                0.49878,                0.40621,                0.82035,               0.007954,               0.007954,               0.007954
                     64,                0.44373,                0.36001,                0.84342,                0.99865,                      1,                  0.995,                0.92408,                0.38884,                0.32366,                0.78872,               0.007921,               0.007921,               0.007921
                     65,                0.39612,                0.32784,                0.80872,                0.99862,                      1,                  0.995,                0.93859,                0.37021,                0.31155,                0.78379,               0.007888,               0.007888,               0.007888
                     66,                0.40382,                0.33829,                0.80217,                0.99863,                      1,                  0.995,                0.93027,                0.40035,                0.34691,                0.78846,               0.007855,               0.007855,               0.007855
                     67,                0.43871,                0.36557,                0.81896,                0.99879,                      1,                  0.995,                0.93719,                0.36647,                0.34228,                0.78783,               0.007822,               0.007822,               0.007822
                     68,                 0.4013,                0.33141,                0.81765,                0.99886,                      1,                  0.995,                0.95576,                0.35815,                0.30719,                0.78809,               0.007789,               0.007789,               0.007789
                     69,                0.41593,                0.34031,                0.82314,                 0.9989,                      1,                  0.995,                 0.9168,                0.40189,                0.38216,                0.79725,               0.007756,               0.007756,               0.007756
                     70,                0.44174,                0.34645,                0.81777,                 0.9991,                      1,                  0.995,                0.94524,                 0.3836,                0.33063,                0.79676,               0.007723,               0.007723,               0.007723
                     71,                0.40917,                0.33571,                0.82094,                 0.9987,                      1,                  0.995,                0.91104,                0.45685,                0.34524,                0.80813,                0.00769,                0.00769,                0.00769
                     72,                0.42222,                0.32103,                0.81125,                0.99829,                      1,                  0.995,                0.92808,                0.38747,                0.32023,                0.79643,               0.007657,               0.007657,               0.007657
                     73,                0.40792,                0.32256,                0.80798,                0.99873,                      1,                  0.995,                0.93038,                0.36532,                 0.3048,                0.78482,               0.007624,               0.007624,               0.007624
                     74,                0.39899,                0.31807,                0.80659,                0.99891,                      1,                  0.995,                0.94856,                 0.3465,                 0.3104,                0.78407,               0.007591,               0.007591,               0.007591
                     75,                 0.3708,                0.32909,                0.80526,                0.99845,                      1,                  0.995,                0.91778,                0.39799,                0.31347,                0.79387,               0.007558,               0.007558,               0.007558
                     76,                  0.419,                0.32477,                0.83827,                0.99896,                      1,                  0.995,                 0.9375,                0.34811,                0.31919,                0.78227,               0.007525,               0.007525,               0.007525
                     77,                0.41194,                0.31994,                 0.8052,                0.99892,                      1,                  0.995,                0.94013,                0.37039,                0.30042,                0.78232,               0.007492,               0.007492,               0.007492
                     78,                0.41713,                0.31401,                0.81861,                0.99869,                      1,                  0.995,                 0.9451,                0.37118,                0.31726,                0.78623,               0.007459,               0.007459,               0.007459
                     79,                0.37471,                0.30475,                0.78835,                0.99873,                      1,                  0.995,                0.91928,                0.40182,                0.31038,                0.79379,               0.007426,               0.007426,               0.007426
                     80,                0.39855,                0.30209,                0.80419,                0.99887,                      1,                  0.995,                0.94548,                  0.338,                0.28839,                0.78439,               0.007393,               0.007393,               0.007393
                     81,                0.42072,                0.32875,                0.82778,                0.99895,                      1,                  0.995,                0.93121,                0.41322,                0.31494,                0.79742,                0.00736,                0.00736,                0.00736
                     82,                0.45992,                0.36973,                0.86612,                0.99898,                      1,                  0.995,                0.93418,                0.37276,                0.32021,                0.79376,               0.007327,               0.007327,               0.007327
                     83,                0.39808,                0.30819,                0.82652,                0.99881,                      1,                  0.995,                  0.948,                0.32468,                0.28719,                0.78358,               0.007294,               0.007294,               0.007294
                     84,                0.35854,                0.30155,                0.81755,                0.99826,                      1,                  0.995,                0.94154,                0.36808,                0.29753,                0.79016,               0.007261,               0.007261,               0.007261
                     85,                0.36592,                  0.304,                0.83886,                  0.999,                      1,                  0.995,                 0.9515,                0.33971,                0.28724,                0.78535,               0.007228,               0.007228,               0.007228
                     86,                0.37938,                0.29528,                0.81763,                0.99891,                      1,                  0.995,                0.92277,                0.37567,                0.30069,                0.79153,               0.007195,               0.007195,               0.007195
                     87,                0.37266,                0.29837,                0.82525,                0.99833,                      1,                  0.995,                0.96041,                0.33175,                0.28357,                 0.7815,               0.007162,               0.007162,               0.007162
                     88,                0.36132,                0.29998,                0.79375,                0.99891,                      1,                  0.995,                0.94168,                0.35283,                0.29102,                0.78682,               0.007129,               0.007129,               0.007129
                     89,                0.38065,                0.30633,                0.81274,                 0.9989,                      1,                  0.995,                0.95834,                0.34896,                0.29594,                0.78608,               0.007096,               0.007096,               0.007096
                     90,                0.36142,                0.30673,                0.81566,                0.99864,                      1,                  0.995,                0.94429,                 0.3471,                0.28901,                0.78947,               0.007063,               0.007063,               0.007063
                     91,                 0.3656,                0.30588,                0.79329,                0.99885,                      1,                  0.995,                0.94819,                0.34458,                0.29069,                0.78353,                0.00703,                0.00703,                0.00703
                     92,                0.39993,                0.31404,                0.83242,                0.99886,                      1,                  0.995,                0.95866,                0.31528,                0.26269,                0.77893,               0.006997,               0.006997,               0.006997
                     93,                0.41333,                0.31387,                0.82061,                0.99909,                      1,                  0.995,                0.95224,                0.35196,                0.26473,                0.78306,               0.006964,               0.006964,               0.006964
                     94,                0.34756,                0.28769,                0.81445,                0.99889,                      1,                  0.995,                0.95557,                0.31605,                0.26325,                0.78011,               0.006931,               0.006931,               0.006931
                     95,                0.33798,                0.29899,                0.81259,                0.99879,                      1,                  0.995,                 0.9304,                0.38957,                0.28249,                0.78858,               0.006898,               0.006898,               0.006898
                     96,                0.36821,                0.29917,                0.82115,                0.99913,                      1,                  0.995,                 0.9478,                0.33661,                0.28297,                0.78446,               0.006865,               0.006865,               0.006865
                     97,                0.35519,                0.28387,                0.80504,                0.99914,                      1,                  0.995,                0.95107,                0.33879,                0.28385,                0.78577,               0.006832,               0.006832,               0.006832
                     98,                0.36205,                0.28548,                0.81827,                0.99907,                      1,                  0.995,                0.95371,                0.32447,                0.28502,                0.78308,               0.006799,               0.006799,               0.006799
                     99,                0.35062,                0.29659,                0.80079,                 0.9987,                      1,                  0.995,                0.95235,                0.33848,                0.28085,                0.78499,               0.006766,               0.006766,               0.006766
                    100,                0.33517,                 0.2849,                0.78589,                0.99902,                      1,                  0.995,                0.94485,                0.34394,                0.26878,                0.78283,               0.006733,               0.006733,               0.006733
                    101,                0.39857,                 0.3145,                 0.8103,                0.99906,                      1,                  0.995,                0.94552,                0.31976,                0.26934,                0.78276,                 0.0067,                 0.0067,                 0.0067
                    102,                0.37321,                0.28733,                0.80886,                0.99911,                      1,                  0.995,                0.95625,                0.30824,                0.25863,                0.77784,               0.006667,               0.006667,               0.006667
                    103,                0.35172,                0.27802,                0.80633,                0.99904,                      1,                  0.995,                0.96527,                0.29042,                0.25174,                0.77556,               0.006634,               0.006634,               0.006634
                    104,                0.35218,                0.28145,                0.80289,                0.99838,                      1,                  0.995,                0.93031,                0.37001,                0.28413,                0.78698,               0.006601,               0.006601,               0.006601
                    105,                0.38689,                0.30511,                0.79692,                0.99897,                      1,                  0.995,                0.94353,                0.33899,                0.26799,                0.78646,               0.006568,               0.006568,               0.006568
                    106,                0.39404,                0.29817,                0.79464,                0.99881,                      1,                  0.995,                0.93474,                0.36338,                0.26081,                0.78958,               0.006535,               0.006535,               0.006535
                    107,                0.37089,                0.29364,                 0.8016,                 0.9989,                      1,                  0.995,                0.95923,                0.32292,                0.25668,                0.78466,               0.006502,               0.006502,               0.006502
                    108,                0.33171,                0.28336,                0.78956,                0.99872,                      1,                  0.995,                0.96377,                0.33156,                0.28094,                0.78555,               0.006469,               0.006469,               0.006469
                    109,                0.36318,                0.29768,                0.80087,                 0.9986,                      1,                  0.995,                0.97239,                0.30635,                0.26406,                0.78063,               0.006436,               0.006436,               0.006436
                    110,                0.36694,                0.29725,                0.81789,                0.99902,                      1,                  0.995,                0.96309,                  0.307,                0.24378,                0.78494,               0.006403,               0.006403,               0.006403
                    111,                0.34659,                0.28313,                0.79904,                0.99908,                      1,                  0.995,                0.93876,                0.34454,                0.26962,                0.79024,                0.00637,                0.00637,                0.00637
                    112,                0.32435,                0.28923,                0.78718,                0.99836,                      1,                  0.995,                0.95771,                0.32259,                 0.2861,                0.78258,               0.006337,               0.006337,               0.006337
                    113,                0.37829,                0.28153,                0.80448,                0.99896,                      1,                  0.995,                0.92654,                0.37391,                0.29323,                0.78824,               0.006304,               0.006304,               0.006304
                    114,                0.35825,                0.28305,                0.79815,                0.99912,                      1,                  0.995,                0.96122,                0.31209,                0.26728,                0.77931,               0.006271,               0.006271,               0.006271
                    115,                0.36514,                0.29808,                0.81413,                0.99848,                      1,                  0.995,                0.96732,                0.31133,                0.25681,                0.77495,               0.006238,               0.006238,               0.006238
                    116,                0.34742,                0.27417,                0.78562,                0.99787,                      1,                  0.995,                0.96649,                0.29896,                0.25533,                0.77519,               0.006205,               0.006205,               0.006205
                    117,                0.37081,                0.28005,                 0.8248,                0.99871,                      1,                  0.995,                  0.951,                0.33875,                0.26679,                0.78295,               0.006172,               0.006172,               0.006172
                    118,                0.35417,                0.27645,                0.78134,                0.99847,                      1,                  0.995,                0.96203,                0.31825,                0.26065,                0.78002,               0.006139,               0.006139,               0.006139
                    119,                0.36297,                 0.2779,                0.79525,                0.99895,                      1,                  0.995,                0.96617,                0.31883,                0.26943,                0.78217,               0.006106,               0.006106,               0.006106
                    120,                0.39266,                0.29836,                0.81177,                0.99898,                      1,                  0.995,                0.97134,                0.29342,                0.25487,                0.77497,               0.006073,               0.006073,               0.006073
                    121,                0.38684,                0.27561,                 0.7971,                0.99889,                      1,                  0.995,                0.95397,                 0.3517,                0.25993,                 0.7828,                0.00604,                0.00604,                0.00604
                    122,                0.37247,                0.28683,                0.80973,                0.99907,                      1,                  0.995,                0.97326,                0.30451,                0.25775,                0.77544,               0.006007,               0.006007,               0.006007
                    123,                0.31581,                0.26599,                0.78727,                0.99877,                      1,                  0.995,                0.96336,                0.30811,                0.24387,                0.77626,               0.005974,               0.005974,               0.005974
                    124,                0.31436,                0.25915,                0.80663,                0.99886,                      1,                  0.995,                0.96207,                0.30413,                0.25092,                0.77536,               0.005941,               0.005941,               0.005941
                    125,                  0.315,                0.26939,                 0.7724,                0.99907,                      1,                  0.995,                0.95806,                0.33209,                0.25899,                0.77703,               0.005908,               0.005908,               0.005908
                    126,                0.37857,                0.28611,                0.82382,                0.99879,                      1,                  0.995,                0.96782,                 0.2872,                0.23385,                0.77277,               0.005875,               0.005875,               0.005875
                    127,                0.31294,                0.25375,                0.79992,                 0.9991,                      1,                  0.995,                0.96872,                0.29919,                0.23697,                0.77393,               0.005842,               0.005842,               0.005842
                    128,                0.32764,                0.25388,                0.80168,                0.99891,                      1,                  0.995,                0.96074,                0.29392,                0.23553,                0.77359,               0.005809,               0.005809,               0.005809
                    129,                0.33726,                0.27486,                 0.7939,                0.99893,                      1,                  0.995,                0.96123,                0.30765,                 0.2414,                0.77766,               0.005776,               0.005776,               0.005776
                    130,                0.33402,                0.27013,                0.79592,                0.99889,                      1,                  0.995,                0.95403,                0.32212,                0.24936,                0.77868,               0.005743,               0.005743,               0.005743
                    131,                0.30766,                0.25018,                0.79615,                0.99896,                      1,                  0.995,                0.96565,                 0.2843,                0.23107,                 0.7736,                0.00571,                0.00571,                0.00571
                    132,                0.33371,                0.25952,                0.79712,                  0.999,                      1,                  0.995,                0.97515,                0.27394,                0.23794,                0.77155,               0.005677,               0.005677,               0.005677
                    133,                0.32234,                0.25949,                0.81261,                0.99857,                      1,                  0.995,                0.96992,                0.28814,                0.23383,                 0.7729,               0.005644,               0.005644,               0.005644
                    134,                0.35999,                0.27141,                0.80454,                0.99857,                      1,                  0.995,                0.95488,                0.31824,                0.25179,                0.77946,               0.005611,               0.005611,               0.005611
                    135,                0.36534,                0.27173,                0.80843,                0.99857,                      1,                  0.995,                0.96688,                  0.287,                0.23721,                0.77533,               0.005578,               0.005578,               0.005578
                    136,                0.31731,                0.25434,                0.81364,                 0.9985,                      1,                  0.995,                0.97159,                0.27494,                0.23759,                0.77133,               0.005545,               0.005545,               0.005545
                    137,                0.33064,                0.28443,                0.79855,                0.99874,                      1,                  0.995,                0.96119,                0.29141,                0.22048,                0.77416,               0.005512,               0.005512,               0.005512
                    138,                0.31403,                0.25446,                0.82501,                0.99875,                      1,                  0.995,                0.96975,                0.28905,                0.23577,                0.77332,               0.005479,               0.005479,               0.005479
                    139,                0.31309,                 0.2603,                0.75765,                0.99904,                      1,                  0.995,                 0.9722,                0.29008,                0.24185,                0.77361,               0.005446,               0.005446,               0.005446
                    140,                0.33856,                0.25696,                 0.8053,                0.99894,                      1,                  0.995,                0.95668,                0.32408,                0.24084,                0.77625,               0.005413,               0.005413,               0.005413
                    141,                0.34763,                0.26496,                0.80523,                0.99904,                      1,                  0.995,                0.95806,                0.31467,                0.24132,                 0.7773,                0.00538,                0.00538,                0.00538
                    142,                0.37906,                0.29016,                0.76878,                0.99886,                      1,                  0.995,                0.97089,                0.29716,                0.23645,                0.77216,               0.005347,               0.005347,               0.005347
                    143,                0.32198,                0.25329,                0.79494,                0.99868,                      1,                  0.995,                0.97229,                0.28035,                0.23045,                0.77104,               0.005314,               0.005314,               0.005314
                    144,                0.32443,                0.25952,                0.78052,                 0.9987,                      1,                  0.995,                0.97321,                0.28117,                0.23895,                0.77084,               0.005281,               0.005281,               0.005281
                    145,                0.29656,                0.24634,                0.78408,                0.99892,                      1,                  0.995,                0.97778,                0.27434,                0.23043,                0.76936,               0.005248,               0.005248,               0.005248
                    146,                0.30758,                0.25418,                0.78166,                0.99893,                      1,                  0.995,                0.97752,                0.28666,                0.23855,                0.77012,               0.005215,               0.005215,               0.005215
                    147,                0.32317,                0.26712,                0.78922,                0.99909,                      1,                  0.995,                0.96895,                0.28945,                0.23178,                 0.7732,               0.005182,               0.005182,               0.005182
                    148,                0.32302,                0.25589,                0.77386,                0.99891,                      1,                  0.995,                0.96965,                0.28243,                0.22801,                0.77086,               0.005149,               0.005149,               0.005149
                    149,                0.33592,                0.26728,                0.81358,                0.99885,                      1,                  0.995,                0.97617,                0.28379,                0.23169,                  0.772,               0.005116,               0.005116,               0.005116
                    150,                0.32582,                0.25446,                 0.7993,                 0.9988,                      1,                  0.995,                0.97061,                0.27258,                0.22479,                0.77089,               0.005083,               0.005083,               0.005083
                    151,                0.30071,                0.24934,                0.79873,                0.99905,                      1,                  0.995,                0.97372,                0.28132,                0.22507,                0.77135,                0.00505,                0.00505,                0.00505
                    152,                 0.3207,                0.24633,                0.79701,                0.99888,                      1,                  0.995,                0.96908,                0.29892,                0.23567,                0.77817,               0.005017,               0.005017,               0.005017
                    153,                0.33158,                0.25256,                0.78848,                0.99911,                      1,                  0.995,                0.96383,                0.29718,                0.23638,                0.77425,               0.004984,               0.004984,               0.004984
                    154,                0.38779,                0.26333,                0.80695,                0.99866,                      1,                  0.995,                0.96864,                0.26698,                0.22512,                0.76875,               0.004951,               0.004951,               0.004951
                    155,                 0.2914,                0.23675,                0.79636,                0.99956,                      1,                  0.995,                0.97987,                0.27319,                0.22345,                0.77195,               0.004918,               0.004918,               0.004918
                    156,                0.29324,                0.24023,                0.79161,                0.99867,                      1,                  0.995,                0.97866,                 0.2768,                0.22233,                0.76942,               0.004885,               0.004885,               0.004885
                    157,                0.31531,                0.24066,                0.76324,                0.99904,                      1,                  0.995,                0.98158,                0.25943,                0.22294,                0.77005,               0.004852,               0.004852,               0.004852
                    158,                0.31641,                0.25023,                0.79639,                0.99887,                      1,                  0.995,                0.97418,                0.27874,                0.21667,                0.77074,               0.004819,               0.004819,               0.004819
                    159,                0.29871,                0.23989,                0.78726,                0.99875,                      1,                  0.995,                0.97016,                0.26463,                0.21902,                0.76644,               0.004786,               0.004786,               0.004786
                    160,                0.28481,                0.23173,                0.79987,                0.99884,                      1,                  0.995,                0.98169,                0.26054,                0.21114,                0.76797,               0.004753,               0.004753,               0.004753
                    161,                0.32023,                0.23539,                0.76718,                0.99878,                      1,                  0.995,                0.98191,                0.26486,                0.20831,                0.76755,                0.00472,                0.00472,                0.00472
                    162,                0.28859,                0.22869,                  0.786,                0.99899,                      1,                  0.995,                 0.9812,                0.26852,                0.21972,                0.76794,               0.004687,               0.004687,               0.004687
                    163,                0.28479,                0.23347,                0.79413,                0.99867,                      1,                  0.995,                0.97819,                0.26741,                 0.2084,                0.76738,               0.004654,               0.004654,               0.004654
                    164,                0.28006,                0.22851,                0.78338,                0.99898,                      1,                  0.995,                0.97444,                0.25933,                0.21396,                0.76624,               0.004621,               0.004621,               0.004621
                    165,                0.28756,                0.23409,                0.79527,                0.99881,                      1,                  0.995,                0.97974,                0.25609,                0.21274,                0.76652,               0.004588,               0.004588,               0.004588
                    166,                 0.2933,                0.23311,                0.79639,                0.99913,                      1,                  0.995,                0.97782,                0.25747,                0.20956,                 0.7676,               0.004555,               0.004555,               0.004555
                    167,                0.27525,                0.22823,                0.78697,                 0.9991,                      1,                  0.995,                 0.9813,                0.25969,                 0.2147,                0.76606,               0.004522,               0.004522,               0.004522
                    168,                0.28885,                0.22602,                0.82036,                0.99865,                      1,                  0.995,                0.98198,                0.25146,                0.21148,                 0.7654,               0.004489,               0.004489,               0.004489
